Year(4)-CountyCode(2)-MunicipalityCode(2)-CaseNumber,County Name,Municipality Name,Crash Date,Crash Day of Week,Crash Time,Police Department Code,Police Department,Police Station,Total Killed,Total Injured,Pedestrians Killed,Pedestrians Injured,Severity,Intersection,Alcohol Involved,Hazmat Involved,Crash Type,Total Vehicles,Location,Location Direction,Route,Route Suffix,Std Rte Identifier,MilePost,Road System,Road Character,Road Horizontal Alignment,Road Grade,Road Surface Type,Surface Condition,Light Condition,Environmental Condition,Road Divided By,Temporary Traffic Control Zone,Distance To Cross Street,Unit Of Measurement,Direction From Cross Street,Cross Street Name,Is Ramp,Ramp To/From Route Name,Ramp To/From Route Direction,Posted Speed,Posted Speed Cross Street,First Harmful Event,Latitude,Longitude,Cell Phone In Use Flag,Other Property Damage,Reporting Badge No.
2020133420NT26348,MONMOUTH,NEPTUNE TWP,11/06/2020,FR,0635,01,NEPTUNE TWP PD,,0,0,0,0,P,I,N,N,07,2,NJ 33,E,33,,00000033__,38.29,02,,01,04,02,01,01,01,05,01,,AT,,OLD CORLIES RD / JUMPING BROOK RD,,,,45,25,26,40.209310,74.084880,N,,34156
2020133420NT26349,MONMOUTH,NEPTUNE TWP,11/06/2020,FR,0657,01,NEPTUNE TWP PD,,0,0,0,0,P,B,N,N,12,1,NJ 33,E,33,,00000033__,37.84,02,,01,04,02,01,01,01,01,01,50,FE,W,ROBERTS RD,,,,50,25,24,40.211540,74.091690,N,,34156
2020133420NT26374,MONMOUTH,NEPTUNE TWP,11/06/2020,FR,1204,01,NEPTUNE TWP PD,,0,0,0,0,P,I,N,N,08,2,OXFORD WAY **,N,,,13341333__,.00,07,,01,04,02,01,01,01,05,01,,AT,N,NJ 33 / CORLIES AVE,,,,25,40,26,40.206850,74.045430,N,,34187
2020133420NT26376,MONMOUTH,NEPTUNE TWP,11/06/2020,FR,1244,01,NEPTUNE TWP PD,,0,3,0,0,I,B,N,N,01,2,NJ 66,E,66,,00000066__,2.98,02,,01,04,02,01,01,01,03,01,,,,,F,NJ 18,NB,50,,26,40.227790,74.047700,N,,34209
2020133420NT26398,MONMOUTH,NEPTUNE TWP,11/06/2020,FR,1728,01,NEPTUNE TWP PD,,0,0,0,0,P,I,N,N,01,2,NJ 33,E,33,,00000033__,41.38,02,,01,04,02,01,03,01,04,01,,AT,W,NJ 35,,,,40,35,26,40.209040,74.027470,N,,34187
2020133420NT26402,MONMOUTH,NEPTUNE TWP,11/06/2020,FR,1810,01,NEPTUNE TWP PD,,0,0,0,0,P,I,N,N,03,2,MONMOUTH COUNTY 40 A,N,40,A,13000040A_,1.14,05,,01,04,02,01,06,01,05,01,,AT,,CR 2 / 6TH AVE,,,,40,30,26,40.203290,74.019360,N,,34183
2020133420NT26444,MONMOUTH,NEPTUNE TWP,11/07/2020,SA,0402,01,NEPTUNE TWP PD,,0,0,0,0,P,B,N,N,11,1,NJ 33,E,33,,00000033__,38.30,02,,01,04,02,01,06,01,05,01,50,FE,E,OLD CORLIES RD / JUMPING BROOK RD,,,,45,25,52,40.209310,74.084880,N,JCP&L; PO BOX 3687 AKRON OHIO 44309 PHONE: 1800-545-7741 POLE #JC174NT,34193
2020133420NT26457,MONMOUTH,NEPTUNE TWP,11/07/2020,SA,1120,01,NEPTUNE TWP PD,,0,0,0,0,P,I,N,N,02,2,NJ 33,E,33,,00000033__,38.61,02,,01,04,02,01,01,01,05,01,,AT,W,CR 17 / WEST BANGS AVE,,,,45,35,26,40.209310,74.084880,N,,34165
2020133420NT26468,MONMOUTH,NEPTUNE TWP,11/07/2020,SA,1443,01,NEPTUNE TWP PD,,0,0,0,0,P,B,N,N,01,2,NJ 66,E,66,,00000066__,1.72,02,,01,04,02,01,01,01,04,01,30,FE,W,GREEN GROVE RD,,,,50,25,26,40.225980,74.072980,N,,34209
2020133420NT26469,MONMOUTH,NEPTUNE TWP,11/07/2020,SA,1458,01,NEPTUNE TWP PD,,0,0,0,0,P,B,N,N,01,2,NJ 35,S,35,,00000035__,24.72,02,,01,04,02,01,01,01,05,01,250,FE,N,ROBIN RD,,,,35,25,26,40.224290,74.035940,N,,34165
2020133420NT26472,MONMOUTH,NEPTUNE TWP,11/07/2020,SA,1520,01,NEPTUNE TWP PD,,0,0,0,0,P,B,N,N,03,2,SCHOOLHOUSE RD / W JUMPINGBROOK DR **,N,,,13521012__,1.35,07,,01,04,02,01,01,01,05,01,50,FE,N,NJ 33,,,,25,40,26,40.211420,74.091500,N,,34209
2020133420NT26481,MONMOUTH,NEPTUNE TWP,11/07/2020,SA,1744,01,NEPTUNE TWP PD,,0,0,0,0,P,B,N,N,01,2,NJ 66,W,66,,00000066__,1.75,02,,01,04,01,01,01,01,04,01,100,FE,E,GREEN GROVE RD,,,,50,25,26,,,N,,34209
2020133420NT26548,MONMOUTH,NEPTUNE TWP,11/08/2020,SU,1224,01,NEPTUNE TWP PD,,0,0,0,0,P,B,N,N,08,2,TAYLOR AVE **,S,,,13341088__,.20,07,,01,04,02,01,01,01,05,01,80,FE,N,HARDING AVE,,,,25,25,28,,,N,,34179
2020133420NT26563,MONMOUTH,NEPTUNE TWP,11/08/2020,SU,1518,01,NEPTUNE TWP PD,,0,2,0,0,I,B,N,N,02,2,NJ 35,S,35,,00000035__,21.96,02,,02,04,02,01,01,01,04,01,25,FE,N,CR 40 A / MEMORIAL DR / NEW YORK RD,,,,35,25,26,40.189740,74.026560,N,SIMKOS PROPERTY SIGN AND LAWN. JCPL POLE NUMBER JC60NT,34209
2020133420NT26658,MONMOUTH,NEPTUNE TWP,11/09/2020,MO,1229,01,NEPTUNE TWP PD,,0,0,0,0,P,B,N,N,06,3,BROADWAY AVE **,W,,,13341123__,.58,07,,01,04,02,01,01,01,03,01,30,FE,W,OCEAN AVE,,,,25,25,26,40.209420,74.007130,N,,
2020133420NT26675,MONMOUTH,NEPTUNE TWP,11/09/2020,MO,1637,01,NEPTUNE TWP PD,,0,0,0,0,P,B,N,N,03,2,NJ 66,W,66,,00000066__,1.16,02,,01,06,02,01,03,01,05,01,1000,FE,E,JUMPING BROOK RD,,,,50,25,26,40.222810,74.081460,N,,34162
2020133420NT26682,MONMOUTH,NEPTUNE TWP,11/09/2020,MO,1729,01,NEPTUNE TWP PD,,0,1,0,0,I,B,N,N,12,1,NJ 18,N,18,,00000018__,9.84,02,,01,04,02,01,07,01,03,01,600,FE,S,NJ 66,,,,65,50,24,40.206180,74.052650,N,,34211
2020133420NT26685,MONMOUTH,NEPTUNE TWP,11/09/2020,MO,1742,01,NEPTUNE TWP PD,,0,0,0,0,P,B,N,N,12,1,NJ 18,S,18,,00000018__,8.17,02,,01,04,02,01,07,01,03,01,600,FE,S,NJ 33,,,,65,40,24,40.228480,74.050310,N,,34211
2020133420NT26705,MONMOUTH,NEPTUNE TWP,11/09/2020,MO,2145,01,NEPTUNE TWP PD,,0,0,0,0,P,B,N,N,15,2,STARTFORD AVE **,E,,,13341074__,.41,07,,01,04,02,01,05,01,05,01,100,FE,E,DRUMMOND AVE,,,,25,25,39,40.217570,74.029330,N,DAMAGED TO GREEN RECYCLING CONTAINER #R95000307,34207
2020133420NT26722,MONMOUTH,NEPTUNE TWP,11/10/2020,TU,0123,01,NEPTUNE TWP PD,,0,0,0,0,P,B,N,N,12,1,NJ 18,N,18,,00000018__,8.60,02,,01,04,02,01,04,01,03,01,,,,,,,,65,,24,40.210470,74.051950,N,,34190
2020133420NT26739,MONMOUTH,NEPTUNE TWP,11/10/2020,TU,0805,01,NEPTUNE TWP PD,,0,0,0,0,P,I,N,N,09,2,WAYSIDE RD,S,,,13341418__,1.70,07,,01,04,02,01,01,01,05,01,,AT,,POPLAR PL,,,,25,25,26,40.207660,74.057890,N,,34167
2020133420NT26818,MONMOUTH,NEPTUNE TWP,11/13/2020,FR,1431,01,NEPTUNE TWP PD,,0,0,0,0,P,B,N,N,01,2,NJ 66,E,66,,00000066__,2.36,02,,01,04,02,01,06,01,05,01,500,FE,W,BOWNE RD / WAYSIDE RD,,,,50,25,26,,,N,,34170
2020133420NT26857,MONMOUTH,NEPTUNE TWP,11/11/2020,WE,0859,01,NEPTUNE TWP PD,,0,0,0,0,P,B,N,N,01,2,NJ 35,S,35,,00000035__,23.46,02,,01,,01,01,,01,05,01,50,FE,N,NJ 33 / CORLIES AVE,,,,35,35,26,40.209340,74.027100,Y,,34165
2020133420NT26863,MONMOUTH,NEPTUNE TWP,11/05/2020,TH,2330,01,NEPTUNE TWP PD,,0,0,0,0,P,B,N,N,12,1,JUMPING BROOK RD,S,,,,,07,,01,04,02,01,01,01,05,01,50,FE,S,WEST JUMPING BROOK ROAD,,,,25,25,24,40.209280,74.036930,N,,34156
2020133420NT26868,MONMOUTH,NEPTUNE TWP,11/11/2020,WE,1129,01,NEPTUNE TWP PD,,0,0,0,0,P,B,N,N,06,2,PITMAN AVE **,E,,,13341145__,.13,07,,01,04,02,01,01,05,05,01,50,FE,W,BEACH AVE,,,,25,25,28,40.210660,74.005240,N,,34160
2020133420NT26872,MONMOUTH,NEPTUNE TWP,11/11/2020,WE,0931,01,NEPTUNE TWP PD,,0,0,0,0,P,I,N,N,11,1,RIVERVIEW AVE / UNION AVE / WASHINGTON AVE **,E,,,13351386__,1.51,07,,03,04,02,01,01,01,03,01,,AT,,DAVIS AVE,,,,25,25,56,,,N,VEHICLE STRUCK THE WASHINGTON AVE/DAVIS AVE STREET SIGN WHICH STRUCK FENCING,34209
2020133420NT26894,MONMOUTH,NEPTUNE TWP,11/11/2020,WE,1713,01,NEPTUNE TWP PD,,0,0,0,0,P,B,N,N,01,2,MONMOUTH COUNTY 40 A,S,40,A,13000040A_,.62,05,,01,04,02,01,01,01,05,01,50,FE,N,NJ 33 / CORLIES AVE,,,,30,30,26,40.209930,74.023460,N,,34165
2020133420NT26901,MONMOUTH,NEPTUNE TWP,11/11/2020,WE,1810,01,NEPTUNE TWP PD,,0,1,0,1,I,B,N,N,13,1,NJ 35,N,35,,00000035__,24.52,02,,02,04,02,02,06,02,05,01,500,FE,N,BROCKTON AVE,,,,35,25,22,40.222960,74.034940,N,,34193
2020133420NT26904,MONMOUTH,NEPTUNE TWP,11/11/2020,WE,1844,01,NEPTUNE TWP PD,,0,0,0,0,P,B,N,N,01,2,NJ 35,N,35,,00000035__,24.48,02,,01,04,02,02,06,02,05,01,250,FE,N,BROCKTON AVE,,,,35,25,26,40.223960,74.035410,N,,34193
2020133420NT26989,MONMOUTH,NEPTUNE TWP,11/12/2020,TH,2051,01,NEPTUNE TWP PD,,0,1,0,0,I,I,N,N,01,2,NJ 33,W,33,,00000033__,40.32,02,,01,07,02,02,06,02,05,01,,AT,,OAK DR / WALNUT AVE,,,,40,,26,,,N,,34582
2020133420NT26994,MONMOUTH,NEPTUNE TWP,11/12/2020,TH,2013,01,NEPTUNE TWP PD,,0,0,0,0,P,I,N,N,11,1,MONMOUTH COUNTY 17 II,W,17,2,130000172_,1.77,05,,03,04,02,02,06,02,05,01,,AT,,JACKSON LN,,,,40,25,50,,,N,,34203
2020133420NT27050,MONMOUTH,NEPTUNE TWP,11/13/2020,FR,1148,01,NEPTUNE TWP PD,,0,0,0,0,P,B,N,N,12,1,NJ 18,S,18,,00000018__,7.50,02,,01,04,02,02,01,02,03,01,,,,,,,,65,,24,40.194120,74.058580,N,,34171
2020133420NT27052,MONMOUTH,NEPTUNE TWP,11/13/2020,FR,1257,01,NEPTUNE TWP PD,,0,0,0,0,P,B,N,N,06,2,MAYFAIR LN **,S,,,13341340__,.15,07,,01,04,02,02,01,02,05,01,500,FE,W,BRIXTON PL,,,,25,25,28,,,N,,164
2020133420NT27081,MONMOUTH,NEPTUNE TWP,11/13/2020,FR,1655,01,NEPTUNE TWP PD,,0,0,0,0,P,I,N,N,03,2,FIFTH  AVE **,N,,,13341043__,.12,07,,01,04,02,01,07,01,05,01,,AT,,CR 5 / ATKINS AVE,,,,30,25,26,40.202650,74.022030,N,,34185
2020133420NT27097,MONMOUTH,NEPTUNE TWP,11/13/2020,FR,2057,01,NEPTUNE TWP PD,,0,0,0,0,P,B,N,N,03,2,NJ 66,E,66,,00000066__,3.61,02,,01,06,02,01,06,01,05,01,25,FE,E,NJ 35 / CARDINAL RD,,,,35,25,26,40.225800,74.038820,N,,34197
2020133420NT27100,MONMOUTH,NEPTUNE TWP,11/13/2020,FR,2144,01,NEPTUNE TWP PD,,0,1,0,0,I,I,N,N,03,2,NJ 33,E,33,,00000033__,41.12,02,,01,04,02,01,06,01,05,01,,AT,,HAMILTON AVE,,,,35,25,26,40.208650,74.032200,N,,34197
2020133420NT27109,MONMOUTH,NEPTUNE TWP,11/14/2020,SA,0029,01,NEPTUNE TWP PD,,0,0,0,0,P,B,N,N,06,2,FISHER AVE **,S,,,13341118__,.07,07,,01,04,02,01,06,01,05,01,20,FE,N,HUNTINGTON AVE,,,,25,25,28,40.210550,74.026550,N,,34197
2020133420NT27137,MONMOUTH,NEPTUNE TWP,11/14/2020,SA,0022,01,NEPTUNE TWP PD,,0,0,0,0,P,B,N,N,06,2,RIDGE AVE / WICKAPECKO DR,S,,,13371419__,2.48,07,,01,04,02,01,06,01,05,01,150,FE,S,EMBURY AVE,,,,25,25,28,,,N,,34170
2020133420NT27199,MONMOUTH,NEPTUNE TWP,11/14/2020,SA,2000,01,NEPTUNE TWP PD,,0,0,0,0,P,B,N,N,11,1,SPRINGWOOD AVE / W LAKE AVE **,W,,,13341045__,.45,07,,01,04,02,00,07,00,05,01,50,FE,W,TAYLOR AVE,,,,25,25,69,,,N,DAMAGE WAS OBSERVED TO THE FRONT YARD OF THE RESIDENCE  2020 WEST LAKE AVENUE.,34208
2020133420NT27210,MONMOUTH,NEPTUNE TWP,11/15/2020,SU,1259,01,NEPTUNE TWP PD,,0,0,0,0,P,B,N,N,01,2,PREMIUM OUTLETS BLVD **,S,,,,,07,,01,04,02,01,01,01,05,01,10,FE,N,NJ 66,,,,25,50,26,40.221450,74.091100,N,,164
2020133420NT27228,MONMOUTH,NEPTUNE TWP,11/15/2020,SU,1619,01,NEPTUNE TWP PD,,0,0,0,0,P,B,N,N,06,2,OCEAN PATHWAY **,E,,,13341149__,.02,07,,01,04,02,01,01,01,05,01,100,FE,E,CENTRAL AVE,,,,25,25,28,40.213460,74.005250,N,,34208
2020133420NT27281,MONMOUTH,NEPTUNE TWP,11/16/2020,MO,0649,01,NEPTUNE TWP PD,,0,0,0,0,P,B,N,N,02,2,NJ 33,W,33,,00000033__,41.39,02,,01,04,02,01,01,01,05,01,50,FE,E,NJ 35,,,,30,35,26,40.209440,74.027150,N,,34156
2020133420NT27322,MONMOUTH,NEPTUNE TWP,11/16/2020,MO,1453,01,NEPTUNE TWP PD,,0,0,0,0,P,B,N,N,01,2,NJ 33,W,33,,00000033__,39.86,02,,01,04,02,01,01,01,05,01,25,FE,E,FORTUNATO PL,,,,40,25,26,40.206840,74.055700,N,,34156
2020133420NT27336,MONMOUTH,NEPTUNE TWP,11/16/2020,MO,1739,01,NEPTUNE TWP PD,,0,0,0,0,P,I,N,N,03,2,HECK AVE,E,,,13341107__,.43,07,,01,04,02,01,07,01,05,01,,AT,,TAYLOR AVE,,,,25,25,26,40.213060,74.033900,N,,34180
2020133420NT27341,MONMOUTH,NEPTUNE TWP,11/16/2020,MO,1834,01,NEPTUNE TWP PD,,0,0,0,0,P,I,N,N,03,2,MONMOUTH COUNTY 17 II,S,17,2,130000172_,.82,05,,01,04,02,02,06,01,05,01,,AT,,CORAL WAY,,,,40,25,26,40.216680,74.071090,N,,34206
2020133420NT27461,MONMOUTH,NEPTUNE TWP,11/18/2020,WE,0727,01,NEPTUNE TWP PD,,0,0,0,0,P,B,N,N,12,1,NEPTUNE BLVD **,S,,,,,07,,01,04,02,01,01,01,02,01,1056,FE,N,CR 17,,,,25,25,24,40.216170,74.035590,N,,34171
2020133420NT27465,MONMOUTH,NEPTUNE TWP,11/18/2020,WE,0743,01,NEPTUNE TWP PD,,0,0,0,0,P,I,N,N,01,2,NEPTUNE BLVD **,N,,,13341013__,.00,07,,01,05,02,01,01,01,02,01,,AT,,NJ 66,,,,25,50,26,,,N,,164
2020133420NT27467,MONMOUTH,NEPTUNE TWP,11/18/2020,WE,0822,01,NEPTUNE TWP PD,,0,1,0,0,I,I,N,N,03,2,NJ 35,N,35,,00000035__,23.39,02,,01,04,02,01,01,01,02,01,,AT,,10TH AVE,,,,35,25,26,,,N,,34170
2020133420NT27542,MONMOUTH,NEPTUNE TWP,11/18/2020,WE,2255,01,NEPTUNE TWP PD,,0,0,0,0,P,B,N,N,06,2,MONMOUTH COUNTY 5,N,5,,13000005__,1.33,05,,01,04,02,01,06,01,05,01,15,FE,S,HECK AVE,,,,30,25,28,40.212760,74.021040,N,,34205
2020133420NT27556,MONMOUTH,NEPTUNE TWP,11/19/2020,TH,0639,01,NEPTUNE TWP PD,,0,0,0,0,P,B,N,N,12,1,WAYSIDE RD,S,,,13341418__,.76,07,,01,04,02,01,02,01,05,01,20,FE,N,ASH DR,,,,25,25,24,40.221400,74.059140,N,,34185
2020133420NT27597,MONMOUTH,NEPTUNE TWP,11/19/2020,TH,1546,01,NEPTUNE TWP PD,,0,0,0,0,P,B,N,N,06,2,1130 HECK AVE,E,,,,,08,,01,04,02,01,01,01,05,01,,,,,,,,,,28,,,N,,34157
2020133420NT27612,MONMOUTH,NEPTUNE TWP,11/19/2020,TH,1906,01,NEPTUNE TWP PD,,0,0,0,0,P,I,N,N,03,2,NJ 35,N,35,,00000035__,23.52,02,,01,04,01,01,03,01,05,01,,AT,,HUNTINGTON AVE,,,,35,25,26,40.210260,74.027590,N,,34200
2020133420NT27614,MONMOUTH,NEPTUNE TWP,11/19/2020,TH,1914,01,NEPTUNE TWP PD,,0,0,0,0,P,B,N,N,06,2,MONROE ST **,E,,,13031073__,.25,07,,01,04,02,01,06,01,05,01,25,FE,E,MYRTLE AVE,,,,25,25,28,40.221090,74.025920,N,,34189
2020133420NT27708,MONMOUTH,NEPTUNE TWP,11/20/2020,FR,2051,01,NEPTUNE TWP PD,,0,0,0,0,P,I,N,N,01,2,NJ 35,N,35,,00000035__,24.34,02,,01,04,02,01,06,01,05,01,,AT,,OLDEN AVE,,,,35,25,26,,,N,,34203
2020133420NT27763,MONMOUTH,NEPTUNE TWP,11/21/2020,SA,1538,01,NEPTUNE TWP PD,,0,0,0,0,P,B,N,N,01,2,NJ 66,N,66,,00000066__,.72,02,,01,04,02,01,01,05,02,01,10,FE,S,MCNAMARA WAY,,,,25,50,26,,,N,,34166
2020133420NT27766,MONMOUTH,NEPTUNE TWP,11/21/2020,SA,1646,01,NEPTUNE TWP PD,,0,0,0,0,P,B,N,N,01,2,NJ 66,S,66,,00000066__,.97,02,,03,04,02,01,07,01,05,01,10,FE,N,JUMPING BROOK RD,,,,25,50,26,40.222570,74.086860,N,,34180
2020133420NT27768,MONMOUTH,NEPTUNE TWP,11/21/2020,SA,1727,01,NEPTUNE TWP PD,,0,1,0,0,I,B,N,N,06,2,MONMOUTH COUNTY 17 II,E,17,2,130000172_,3.45,05,,01,04,02,01,06,01,05,01,150,FE,W,MYRTLE AVE,,,,30,25,28,40.219240,74.027350,N,,34165
2020133420NT27778,MONMOUTH,NEPTUNE TWP,11/21/2020,SA,2042,01,NEPTUNE TWP PD,,0,0,0,0,P,B,N,N,12,1,NJ 33,W,33,,00000033__,39.41,02,,01,04,02,01,06,01,04,,25,FE,E,GREEN GROVE RD,,,,40,25,24,,,N,,34203
2020133420NT27870,MONMOUTH,NEPTUNE TWP,11/22/2020,SU,2149,01,NEPTUNE TWP PD,,0,0,0,0,P,B,Y,N,03,2,MONMOUTH COUNTY 40 A,S,40,A,13000040A_,1.07,05,,01,04,02,01,06,01,05,01,10,FE,N,7TH AVE / LAREINE AVE,,,,30,25,26,40.204300,74.018990,N,,34194
2020133420NT27909,MONMOUTH,NEPTUNE TWP,11/23/2020,MO,1309,01,NEPTUNE TWP PD,,0,0,0,0,P,I,N,N,02,2,NJ 66,E,66,,00000066__,3.62,02,,01,04,02,01,01,05,04,01,,AT,S,NJ 35,,,,50,35,26,40.224990,74.037410,N,,34149
2020133420NT27959,MONMOUTH,NEPTUNE TWP,11/24/2020,TU,0945,01,NEPTUNE TWP PD,,0,0,0,0,P,B,N,N,01,2,JUMPING BROOK RD,N,,,13341416__,.05,07,,01,04,02,01,01,01,05,01,250,FE,N,NJ 33,,,,25,50,26,40.211510,74.086120,N,,34185
2020133420NT28027,MONMOUTH,NEPTUNE TWP,11/25/2020,WE,0916,01,NEPTUNE TWP PD,,0,0,0,0,P,B,N,N,02,2,NJ 66,E,66,,00000066__,3.20,02,,01,04,02,01,01,01,03,01,50,FE,W,NEPTUNE BLVD,,,,50,25,26,40.215270,74.035380,N,,34209
2020133420NT28040,MONMOUTH,NEPTUNE TWP,11/25/2020,WE,1243,01,NEPTUNE TWP PD,,0,0,0,0,P,B,N,N,01,2,NJ 33,E,33,,00000033__,40.05,02,,01,04,02,01,01,01,04,01,20,FE,E,,F,NJ 18,SB,40,,26,40.205780,74.051880,N,,34209
2020133420NT28069,MONMOUTH,NEPTUNE TWP,11/25/2020,WE,1741,01,NEPTUNE TWP PD,,0,0,0,0,P,B,N,N,01,2,NJ 33,S,33,,00000033__,40.90,02,,01,04,02,01,06,01,05,01,20,FE,,NEPTUNE BLVD,,,,25,35,26,,,N,,34209
2020133420NT28141,MONMOUTH,NEPTUNE TWP,11/26/2020,TH,2011,01,NEPTUNE TWP PD,,0,0,0,0,P,B,N,N,02,2,NJ 33,W,33,,00000033__,40.05,02,,01,04,02,01,06,01,01,01,10,FE,W,,F,NJ 18,NB,40,,26,40.206890,74.056890,N,,34206
2020133420NT28166,MONMOUTH,NEPTUNE TWP,11/27/2020,FR,1121,01,NEPTUNE TWP PD,,0,0,0,0,P,B,N,N,01,2,NJ 66,E,66,,00000066__,1.54,02,,01,04,02,01,01,01,05,01,1000,FE,W,GREEN GROVE RD,,,,50,25,26,,,N,,34170
2020133420NT28167,MONMOUTH,NEPTUNE TWP,11/27/2020,FR,1133,01,NEPTUNE TWP PD,,0,4,0,0,I,I,N,N,01,4,MONMOUTH COUNTY 16,E,16,,13000016__,5.12,05,,01,04,02,01,01,05,05,01,,AT,,BIMBLER BVLD,,,,35,25,26,40.227100,74.043580,N,,34185
2020133420NT28169,MONMOUTH,NEPTUNE TWP,11/27/2020,FR,1217,01,NEPTUNE TWP PD,,0,0,0,0,P,B,N,N,03,2,NJ 66,E,66,,00000066__,1.01,02,,01,04,02,01,01,01,05,01,200,FE,E,JUMPING BROOK RD,,,,50,25,26,,,N,,34157
2020133420NT28207,MONMOUTH,NEPTUNE TWP,11/26/2020,TH,1822,01,NEPTUNE TWP PD,,0,0,0,0,P,B,N,N,06,2,BROOKSIDE RD **,E,,,13341292__,.17,07,,02,04,02,01,07,01,05,01,50,FE,W,HILLVIEW DR,,,,25,25,28,40.211740,74.069010,N,,34207
2020133420NT28251,MONMOUTH,NEPTUNE TWP,11/28/2020,SA,1410,01,NEPTUNE TWP PD,,0,0,0,0,P,I,N,N,02,2,NEPTUNE BLVD **,S,,,,,07,,01,04,02,01,01,01,05,01,,AT,N,W LAKE AVE,,,,25,25,26,40.216170,74.035590,N,,34196
2020133420NT28253,MONMOUTH,NEPTUNE TWP,11/28/2020,SA,1441,01,NEPTUNE TWP PD,,0,0,0,0,P,I,N,N,01,2,NJ 66,W,66,,00000066__,3.25,02,,01,04,02,01,01,01,01,01,,AT,,PREMIUM OUTLETS BLVD,,,,50,25,26,40.221900,74.091800,N,,34185
2020133420NT28300,MONMOUTH,NEPTUNE TWP,11/29/2020,SU,0213,01,NEPTUNE TWP PD,,0,1,0,0,I,B,N,N,11,1,SPRINGWOOD AVE / W LAKE AVE **,E,,,13341045__,.20,07,,01,05,02,01,06,01,05,01,75,FE,W,DALE PL,,,,35,25,60,40.217210,74.040390,N,,34197
2020133420NT28315,MONMOUTH,NEPTUNE TWP,11/29/2020,SU,1104,01,NEPTUNE TWP PD,,0,0,0,0,P,I,N,N,07,2,NJ 33,E,33,,00000033__,37.95,02,,01,04,02,01,01,01,05,01,,AT,,SCHOOLHOUSE RD / W JUMPING BROOK RD,,,,40,25,26,40.209310,74.084880,N,,34208
2020133420NT28325,MONMOUTH,NEPTUNE TWP,11/29/2020,SU,1403,01,NEPTUNE TWP PD,,0,1,0,0,I,I,N,N,11,1,MONMOUTH COUNTY 17 II,W,17,2,130000172_,.54,05,,02,06,02,01,01,01,05,01,,AT,,SHOREBROOK CIR / TIMBER RIDGE CT,,,,40,25,56,40.213320,74.077850,N,SEE NARRATIVE,34208
2020133420NT28411,MONMOUTH,NEPTUNE TWP,11/30/2020,MO,1617,01,NEPTUNE TWP PD,,0,1,0,0,I,B,N,N,11,1,NJ 18,S,18,,00000018__,8.28,02,,01,04,02,01,01,02,05,01,,,,,T,NJ 33,EB,65,,56,40.228480,74.050310,N,,34165
2020133420NT28455,MONMOUTH,NEPTUNE TWP,12/01/2020,TU,0658,01,NEPTUNE TWP PD,,0,0,0,0,P,B,N,N,11,1,NJ 18,S,18,,00000018__,9.84,02,,03,05,02,02,01,01,05,01,,,,,T,NJ 66,EB,65,,56,40.228480,74.050310,N,,34156
2020133420NT28469,MONMOUTH,NEPTUNE TWP,12/01/2020,TU,1003,01,NEPTUNE TWP PD,,0,0,0,0,P,I,N,N,03,2,HECK AVE,E,,,13341107__,.43,07,,01,04,02,01,01,01,05,01,,AT,,TAYLOR AVE,,,,25,25,26,40.213060,74.033900,N,,34209
2020133420NT28481,MONMOUTH,NEPTUNE TWP,12/01/2020,TU,1246,01,NEPTUNE TWP PD,,0,0,0,0,P,I,N,N,03,2,NJ 35,N,35,,00000035__,24.29,02,,01,04,02,01,01,01,05,01,,AT,,MONROE AVE,,,,35,25,26,40.220640,74.033120,N,,34179
2020133420NT28494,MONMOUTH,NEPTUNE TWP,12/01/2020,TU,1418,01,NEPTUNE TWP PD,,0,0,0,0,P,I,N,N,01,2,NJ 33,W,33,,00000033__,40.90,02,,01,04,02,01,01,05,05,01,,AT,,NEPTUNE BLVD,,,,40,25,26,40.208120,74.036150,N,,34160
2020133420NT28496,MONMOUTH,NEPTUNE TWP,12/01/2020,TU,1444,01,NEPTUNE TWP PD,,0,0,0,0,P,B,N,N,01,2,NJ 66,E,66,,00000066__,3.62,02,,01,04,02,01,01,01,05,01,15,FE,W,NJ 35,,,,50,35,26,40.225800,74.038820,N,,34156
2020133420NT28513,MONMOUTH,NEPTUNE TWP,12/01/2020,TU,1754,01,NEPTUNE TWP PD,,0,0,0,0,P,B,Y,N,11,1,CORAL WAY / SPRAY BLVD **,E,,,13341290__,.05,07,,01,04,02,02,06,01,05,01,15,FE,E,FOUNTAIN PL,,,,25,25,52,,,N,POLE STRUCK (BT2268)  NO DAMAGE,34203
2020133420NT28519,MONMOUTH,NEPTUNE TWP,12/01/2020,TU,1850,01,NEPTUNE TWP PD,,0,0,0,0,P,B,N,N,01,2,GREEN GROVE RD / HOPE RD,N,,,13341417__,2.03,07,,01,04,02,01,06,01,05,01,25,FE,S,CR 16 / ASBURY AVE,,,,25,45,26,,,N,,34191
2020133420NT28559,MONMOUTH,NEPTUNE TWP,12/02/2020,WE,0858,01,NEPTUNE TWP PD,,0,1,0,0,I,B,N,N,01,2,NJ 66,E,66,,00000066__,2.36,02,,01,04,02,01,01,01,05,01,500,FE,W,BOWNE RD / WAYSIDE RD,,,,50,25,26,40.230250,74.060380,N,,34211
