Year(4)-CountyCode(2)-MunicipalityCode(2)-CaseNumber,County Name,Municipality Name,Crash Date,Crash Day of Week,Crash Time,Police Department Code,Police Department,Police Station,Total Killed,Total Injured,Pedestrians Killed,Pedestrians Injured,Severity,Intersection,Alcohol Involved,Hazmat Involved,Crash Type,Total Vehicles,Location,Location Direction,Route,Route Suffix,Std Rte Identifier,MilePost,Road System,Road Character,Road Horizontal Alignment,Road Grade,Road Surface Type,Surface Condition,Light Condition,Environmental Condition,Road Divided By,Temporary Traffic Control Zone,Distance To Cross Street,Unit Of Measurement,Direction From Cross Street,Cross Street Name,Is Ramp,Ramp To/From Route Name,Ramp To/From Route Direction,Posted Speed,Posted Speed Cross Street,First Harmful Event,Latitude,Longitude,Cell Phone In Use Flag,Other Property Damage,Reporting Badge No.
2018132518LB25638,MONMOUTH,LONG BRANCH CITY,09/22/2018,SA,0240,01,LONG BRANCH PD,MUNICIPAL,0,0,0,0,P,B,Y,N,06,2,ROCKWELL AVE **,N,,,13251215__,.25,07,,01,04,02,01,06,01,05,,100,FE,N,HAMILTON AVE,,,,25,25,28,40.311660,73.992500,N,STRUCK TWO HANDICAPPED PARKING SIGNS IN FRONT OF 235 ROCKWELL AVE,25368
2018132518LB25677,MONMOUTH,LONG BRANCH CITY,09/22/2018,SA,1644,01,LONG BRANCH PD,MUNICIPAL,0,1,0,0,I,B,N,N,04,2,NJ 36,S,36,,00000036__,4.84,02,,01,04,02,01,01,01,05,,5,FE,S,LIPPONCOTT AVE / SPRUCE ST,,,,35,25,26,40.313460,73.980240,N,,25377
2018132518LB25682,MONMOUTH,LONG BRANCH CITY,09/22/2018,SA,1923,01,LONG BRANCH PD,MUNICIPAL,0,0,0,0,P,I,N,N,03,2,CENTRAL AVE **,N,,,13251219__,.18,07,,01,04,02,01,06,01,05,,,AT,,LIBERTY ST,,,,25,25,26,,,N,,25361
2018132518LB25769,MONMOUTH,LONG BRANCH CITY,09/23/2018,SU,1857,01,LONG BRANCH PD,MUNICIPAL,0,0,0,0,P,I,N,N,01,2,BROADWAY,E,,,13251351__,1.15,07,,01,04,02,02,07,02,05,,,AT,,THIRD AVE,,,,25,25,26,40.304560,73.988460,N,,25369
2018132518LB25777,MONMOUTH,LONG BRANCH CITY,09/23/2018,SU,2133,01,LONG BRANCH PD,MUNICIPAL,0,1,0,1,I,I,N,N,13,1,SECOND AVE **,S,,,13251099__,1.42,07,,01,04,02,02,06,02,05,,,AT,S,CHELSEA AVE,,,,25,25,22,40.301450,73.982680,N,,25363
2018132518LB25822,MONMOUTH,LONG BRANCH CITY,09/24/2018,MO,1038,01,LONG BRANCH PD,MUNICIPAL,0,0,0,0,P,I,N,N,03,2,PATTEN AVE,,,,13251318__,.33,07,,01,04,02,01,01,01,05,,,AT,,RIVERGATE WAY,,,,25,25,26,40.324440,73.991630,N,,25373
2018132518LB25944,MONMOUTH,LONG BRANCH CITY,09/25/2018,TU,1319,01,LONG BRANCH PD,MUNICIPAL,0,2,0,0,I,I,N,N,03,2,WINTER ST **,,,,13251161__,.14,07,,01,04,02,01,01,01,05,,,AT,,SUMMER ST,,,,25,25,26,40.294810,73.998580,N,UTILITY POLE #40823LB JCP&L,25362
2018132518LB26013,MONMOUTH,LONG BRANCH CITY,09/26/2018,WE,0755,01,LONG BRANCH PD,MUNICIPAL,0,1,0,0,I,B,N,N,11,1,WOOLEY AVE **,,,,13251104__,.05,07,,01,04,02,02,01,01,05,,250,FE,N,WESTWOOD AVE,,,,25,25,52,40.289470,73.994140,N,UTILITY POLE #BT40872LB JCP&L,25357
2018132518LB26044,MONMOUTH,LONG BRANCH CITY,09/26/2018,WE,1235,01,LONG BRANCH PD,MUNICIPAL,0,0,0,0,P,B,Y,N,06,2,THIRD AVE,N,,,13251126__,.10,07,,01,04,02,01,01,01,05,,500,FE,S,MORRIS AVE,,,,25,25,28,40.297020,73.987220,N,,25365
2018132518LB26194,MONMOUTH,LONG BRANCH CITY,09/27/2018,TH,1334,01,LONG BRANCH PD,MUNICIPAL,0,2,0,0,I,I,N,N,03,2,SECOND AVE **,,,,13251099__,.79,07,,01,04,02,01,01,01,05,,,AT,,S BATH AVE,,,,25,25,26,40.292980,73.983990,N,,25362
2018132518LB26209,MONMOUTH,LONG BRANCH CITY,09/27/2018,TH,1614,01,LONG BRANCH PD,MUNICIPAL,0,0,0,0,P,I,N,N,03,2,BATH AVE,W,,,13251314__,.50,07,,01,04,02,01,01,01,05,,,AT,,HIGH ST,,,,25,25,26,40.295400,73.994920,N,,25299
2018132518LB26350,MONMOUTH,LONG BRANCH CITY,09/28/2018,FR,2206,01,LONG BRANCH PD,MUNICIPAL,0,0,0,0,P,B,N,N,06,2,LIBERTY ST,S,,,,,07,,01,04,02,01,06,01,05,,200,FE,S,NJ 36,,,,25,35,26,,,N,,25377
2018132518LB26493,MONMOUTH,LONG BRANCH CITY,09/30/2018,SU,1547,01,LONG BRANCH PD,MUNICIPAL,0,0,0,0,P,B,N,N,08,2,OCEAN AVE,,,,13011310__,3.00,07,,01,04,02,01,01,01,05,,75,FE,N,N LAKE AVE,,,,25,25,26,40.277970,73.984030,N,,25330
2018132518LB26653,MONMOUTH,LONG BRANCH CITY,10/02/2018,TU,0735,01,LONG BRANCH PD,MUNICIPAL,0,5,0,0,I,I,N,N,03,2,SECOND AVE **,S,,,13251099__,.15,07,,01,04,02,01,01,01,05,,,AT,,WEST END CT,,,,25,25,26,40.283670,73.986540,N,,25323
2018132518LB26785,MONMOUTH,LONG BRANCH CITY,10/03/2018,WE,0735,01,LONG BRANCH PD,MUNICIPAL,0,1,0,0,I,I,N,N,03,2,ROUTE 537,,537,,00000537__,67.87,05,,02,04,02,01,01,01,,,,AT,,OAKWOOD RD,,,,35,,26,40.298680,74.007770,N,,25325
2018132518LB26787,MONMOUTH,LONG BRANCH CITY,10/03/2018,WE,0738,01,LONG BRANCH PD,MUNICIPAL,0,0,0,0,P,B,N,N,08,2,GRAND AVE **,E,,,13251178__,.09,07,,01,04,02,01,01,01,05,,500,FE,N,ROUTE 537 / BROADWAY,,,,25,25,26,40.301280,74.004430,N,,25372
2018132518LB26916,MONMOUTH,LONG BRANCH CITY,10/04/2018,TH,0921,01,LONG BRANCH PD,MUNICIPAL,0,1,0,0,I,I,N,N,03,2,MONMOUTH COUNTY 29,E,29,,13000029__,1.92,05,,01,04,02,01,01,01,04,,,AT,N,CR 33 / FLORENCE AVE,,,,25,25,26,40.320560,73.978360,Y,"NO PARKING ANYTIME"""" SIGN  TRAFFIC LIGHT FIXTURE """"BASE""",
2018132518LB27060,MONMOUTH,LONG BRANCH CITY,10/05/2018,FR,1657,01,LONG BRANCH PD,MUNICIPAL,0,0,0,0,P,B,N,N,08,2,6 SYDNEY WAY,N,,,,,10,,01,04,02,01,01,01,05,,20,FE,S,CENTRAL AVE,,,,25,25,26,40.308400,73.985610,N,,25336
2018132518LB27123,MONMOUTH,LONG BRANCH CITY,10/06/2018,SA,1051,01,LONG BRANCH PD,MUNICIPAL,0,0,0,0,P,B,N,N,01,2,NJ 36,W,36,,00000036__,4.33,02,,01,04,02,01,01,01,,,10,FE,E,BRANCHPORT AVE,,,,35,25,26,40.306050,74.004160,N,,25359
2018132518LB27175,MONMOUTH,LONG BRANCH CITY,10/06/2018,SA,2321,01,LONG BRANCH PD,MUNICIPAL,0,1,0,0,I,B,N,N,06,2,BROADWAY,E,,,13251351__,.61,07,,01,05,02,01,06,01,05,,200,FE,E,MORRIS AVE,,,,25,25,28,40.302000,73.996600,N,,25377
2018132518LB27492,MONMOUTH,LONG BRANCH CITY,10/09/2018,TU,2054,01,LONG BRANCH PD,MUNICIPAL,0,0,0,0,P,I,Y,N,14,1,BROADWAY,W,,,13251351__,.19,07,,01,04,02,01,07,01,04,,,AT,W,GRAND AVE,,,,25,25,21,,,N,"RED """"FRAMED"""" BMX BICYCLE **VALUE $300**",25372
2018132518LB27497,MONMOUTH,LONG BRANCH CITY,10/09/2018,TU,2221,01,LONG BRANCH PD,MUNICIPAL,0,0,0,0,P,B,Y,N,06,3,SECOND AVE **,N,,,13251099__,.57,07,,01,04,02,01,06,01,05,,50,FE,N,MATILDA TER,,,,25,25,28,40.289800,73.984830,N,,25352
2018132518LB27524,MONMOUTH,LONG BRANCH CITY,10/10/2018,WE,0839,01,LONG BRANCH PD,MUNICIPAL,0,0,0,0,P,B,N,N,99,1,SOUTH LINCOLN AVE **,S,,,13251030__,.00,07,,01,05,02,01,01,04,05,,80,FE,S,LINCOLN AVE,,,,25,25,56,40.265090,73.996540,N,CURB  PARKING SIGN AND FIRE HYDRANT,25323
2018132518LB27642,MONMOUTH,LONG BRANCH CITY,10/11/2018,TH,0956,01,LONG BRANCH PD,MUNICIPAL,0,0,0,0,P,I,N,N,04,2,THIRD AVE,N,,,13251126__,.19,07,,01,04,02,01,01,01,,,,AT,S,MORRIS AVE,,,,25,25,26,40.297630,73.987530,N,,25344
2018132518LB27698,MONMOUTH,LONG BRANCH CITY,10/11/2018,TH,1812,01,LONG BRANCH PD,MUNICIPAL,0,1,0,0,I,B,N,N,03,2,BROADWAY,W,,,13251351__,.38,07,,01,04,02,02,06,02,05,,35,FE,E,WASHINGTON ST,,,,25,25,26,40.299980,74.000280,N,,25360
2018132518LB27820,MONMOUTH,LONG BRANCH CITY,10/12/2018,FR,1844,01,LONG BRANCH PD,MUNICIPAL,0,0,0,0,P,I,N,N,03,2,CHELSEA AVE **,E,,,13251137__,.40,07,,01,04,02,01,06,01,05,,,AT,,FOURTH AVE,,,,25,25,26,40.300730,73.989020,N,,25360
2018132518LB27894,MONMOUTH,LONG BRANCH CITY,10/13/2018,SA,1844,01,LONG BRANCH PD,MUNICIPAL,0,0,0,0,P,B,N,N,08,2,MARION PL **,S,,,13251282__,.01,07,,01,04,02,01,03,01,05,,50,FE,N,AVENEL BLVD,,,,25,25,28,40.318310,73.978070,N,,25336
2018132518LB27938,MONMOUTH,LONG BRANCH CITY,10/14/2018,SU,1015,01,LONG BRANCH PD,MUNICIPAL,0,0,0,0,P,B,N,N,02,2,BATH AVE,W,,,13251314__,.52,07,,01,04,02,01,01,01,05,,100,FE,E,HIGH ST,,,,25,25,26,40.295720,73.994510,N,,25323
2018132518LB27962,MONMOUTH,LONG BRANCH CITY,10/14/2018,SU,1602,01,LONG BRANCH PD,MUNICIPAL,0,1,0,0,I,I,N,N,03,2,SECOND AVE **,,,,13251099__,1.19,07,,01,04,02,01,01,05,05,01,,AT,,MORRIS AVE,,,,25,25,26,40.298410,73.983130,N,,25373
2018132518LB28131,MONMOUTH,LONG BRANCH CITY,10/16/2018,TU,1353,01,LONG BRANCH PD,MUNICIPAL,0,1,0,0,I,I,N,N,03,2,SECOND AVE **,N,,,13251099__,.82,07,,01,04,02,01,01,01,05,,,AT,,N BATH AVE,,,,25,25,26,40.293230,73.984390,Y,,25366
2018132518LB28171,MONMOUTH,LONG BRANCH CITY,10/17/2018,WE,0022,01,LONG BRANCH PD,MUNICIPAL,0,0,0,0,P,B,N,N,11,1,WESTWOOD AVE,,,,13251312__,.58,07,,01,04,02,01,06,01,05,01,10,FE,S,WEST END AVE,,,,35,25,62,40.281340,74.000310,N,POLE #40846LB AND FIRE HYDRANT A-42150WP,25310
2018132518LB28201,MONMOUTH,LONG BRANCH CITY,10/17/2018,WE,0943,01,LONG BRANCH PD,MUNICIPAL,0,1,0,0,I,I,N,N,03,2,HOLLYWOOD AVE **,S,,,13251303__,.13,07,,02,04,02,01,01,01,05,,,AT,,WESTWOOD AVE,,,,35,25,26,40.286260,73.998720,N,,25323
2018132518LB28319,MONMOUTH,LONG BRANCH CITY,10/18/2018,TH,1252,01,LONG BRANCH PD,MUNICIPAL,0,0,0,0,P,B,N,N,05,2,THIRD AVE,N,,,13251126__,.14,07,,01,04,02,01,01,01,,01,150,FE,S,GARFIELD AVE,,,,25,25,26,40.302450,74.987760,N,,25344
2018132518LB28405,MONMOUTH,LONG BRANCH CITY,10/19/2018,FR,1457,01,LONG BRANCH PD,MUNICIPAL,0,1,0,0,I,I,N,N,03,2,SAIRS AVE **,N,,,13251109__,.18,07,,01,04,02,01,01,01,05,01,,AT,,MATILDA TER / EASTBOURNE AVE,,,,25,25,26,,,N,,25360
2018132518LB28499,MONMOUTH,LONG BRANCH CITY,10/20/2018,SA,1840,01,LONG BRANCH PD,MUNICIPAL,0,1,0,0,I,I,N,N,03,2,NJ 36,E,36,,00000036__,5.00,02,,01,04,02,01,06,01,05,,,AT,,N FIFTH AVE,,,,35,25,26,40.309740,73.992400,N,,25352
2018132518LB28501,MONMOUTH,LONG BRANCH CITY,10/20/2018,SA,1930,01,LONG BRANCH PD,MUNICIPAL,0,0,0,0,P,B,N,N,08,2,CLARENCE AVE **,E,,,13251045__,.17,07,,01,04,02,01,06,01,05,,300,FE,E,NJ 71 / NORWOOD AVE,,,,25,40,28,40.277550,74.001040,N,,25311
2018132518LB28550,MONMOUTH,LONG BRANCH CITY,10/21/2018,SU,0957,01,LONG BRANCH PD,MUNICIPAL,0,0,0,0,P,I,N,N,03,2,LONG BRANCH AVE,S,,,13251316__,.41,07,,01,04,02,01,01,01,05,,,AT,S,SEAVIEW AVE,,,,25,25,26,40.311090,73.983830,N,,25356
2018132518LB28750,MONMOUTH,LONG BRANCH CITY,10/23/2018,TU,2124,01,LONG BRANCH PD,MUNICIPAL,0,0,0,0,P,I,N,N,03,2,BATH AVE,,,,13251314__,.29,07,,01,04,02,01,06,01,05,,,AT,,MORRELL ST,,,,25,25,26,40.296740,73.998120,N,,25357
2018132518LB28827,MONMOUTH,LONG BRANCH CITY,10/24/2018,WE,1409,01,LONG BRANCH PD,MUNICIPAL,0,1,0,0,I,I,N,N,01,2,NJ 36,,36,,00000036__,5.50,02,,01,04,02,01,01,01,05,,,AT,N,LONG BRANCH AVE,,,,35,25,26,40.313270,73.984290,N,,25340
2018132518LB28841,MONMOUTH,LONG BRANCH CITY,10/24/2018,WE,1727,01,LONG BRANCH PD,MUNICIPAL,0,0,0,0,P,I,N,N,03,2,BATH AVE,S,,,13251314__,.13,07,,01,04,02,01,01,01,05,,,AT,,PEARL ST,,,,25,25,26,40.298350,74.000820,N,BUSHES DAMAGED 500 BATH AVE. LONG BRANCH NJ 07740,25311
2018132518LB28939,MONMOUTH,LONG BRANCH CITY,10/25/2018,TH,1508,01,LONG BRANCH PD,MUNICIPAL,0,0,0,0,P,I,N,N,01,2,OCEAN AVE,N,,,13011310__,2.00,07,,01,04,02,01,01,01,04,,,AT,W,GARFIELD RD,,,,35,25,,40.264010,73.989330,N,,25276
2018132518LB28942,MONMOUTH,LONG BRANCH CITY,10/25/2018,TH,1601,01,LONG BRANCH PD,MUNICIPAL,0,0,0,0,P,B,N,N,11,1,OCEAN AVE,N,,,13011310__,2.03,07,,01,04,02,01,01,01,05,,5,FE,N,GARFIELD TER,,,,35,25,99,40.263940,73.989370,N,4 GARFIELD TERR. EXTENSIVE DAMAGE TO SHRUBS (HEDGES) WEST SIDE OF PROPERTY,25276
2018132518LB28958,MONMOUTH,LONG BRANCH CITY,10/25/2018,TH,2117,01,LONG BRANCH PD,MUNICIPAL,0,0,0,0,P,B,N,N,06,4,OAKWOOD AVE **,N,,,13251253__,.19,07,,01,04,02,01,06,01,05,,300,FE,N,W CAMPBELL AVE / CAMPBELL AVE,,,,25,25,28,40.294220,74.005320,N,,25301
2018132518LB29148,MONMOUTH,LONG BRANCH CITY,10/27/2018,SA,1855,01,LONG BRANCH PD,MUNICIPAL,0,0,0,0,P,I,N,N,03,2,WESTWOOD AVE,S,,,13251312__,1.26,07,,01,04,02,02,06,02,05,,,AT,,MORRIS AVE,,,,25,25,26,40.298110,73.992170,N,,25362
2018132518LB29152,MONMOUTH,LONG BRANCH CITY,10/27/2018,SA,1945,01,LONG BRANCH PD,MUNICIPAL,0,0,0,0,P,B,N,N,06,2,BROADWAY,W,,,13251351__,.86,07,,01,04,02,02,06,02,05,,50,FE,W,LIPPINICOTT AVE,,,,25,25,28,40.308350,73.997460,N,,25352
2018132518LB29361,MONMOUTH,LONG BRANCH CITY,10/30/2018,TU,0633,01,LONG BRANCH PD,MUNICIPAL,0,0,0,0,P,B,N,N,06,2,BATH AVE,E,,,13251314__,.06,07,,01,04,02,01,06,01,05,,300,FE,E,CR 25 II / NORWOOD AVE,,,,25,30,28,40.299180,74.002550,N,,25328
2018132518LB29457,MONMOUTH,LONG BRANCH CITY,10/31/2018,WE,0052,01,LONG BRANCH PD,MUNICIPAL,0,0,0,0,P,B,N,N,11,1,MONMOUTH COUNTY 25 I,,25,1,130000251_,.70,05,,03,05,02,01,06,01,05,,20,FE,E,MARKET PL,,,,30,25,56,40.281550,73.999970,N,,25267
2018132518LB29520,MONMOUTH,LONG BRANCH CITY,10/31/2018,WE,1932,01,LONG BRANCH PD,MUNICIPAL,0,0,0,0,P,I,N,N,03,2,GARFIELD AVE **,W,,,13251236__,.34,07,,01,04,02,01,06,02,05,,,AT,S,MEMORIAL PKWY,,,,25,25,26,40.302730,73.985150,N,,25362
2018132518LB29539,MONMOUTH,LONG BRANCH CITY,10/31/2018,WE,2214,01,LONG BRANCH PD,MUNICIPAL,0,2,0,0,I,B,Y,N,01,2,OCEAN AVE,N,,,13011310__,2.66,07,,01,04,02,01,06,01,05,,100,FE,S,ADAMS ST,,,,40,25,26,40.273590,73.986260,N,OCEAN/ADAMS ST SIGN CITY OF LONG BRANCH,25311
2018132518LB29567,MONMOUTH,LONG BRANCH CITY,11/01/2018,TH,0825,01,LONG BRANCH PD,MUNICIPAL,0,0,0,0,P,I,N,N,03,2,MONMOUTH COUNTY 57,E,57,,13000057__,.00,05,,01,04,01,01,01,01,03,,,AT,,LAIRD STREET,,,,40,25,26,40.302760,73.980740,N,,25366
2018132518LB29673,MONMOUTH,LONG BRANCH CITY,11/02/2018,FR,0846,01,LONG BRANCH PD,MUNICIPAL,0,0,0,0,P,B,N,N,01,2,OCEAN AVE,,,,13011310__,3.29,07,,01,04,02,01,01,01,05,,20,FE,N,CR 25 / CEDAR AVE,,,,35,35,26,40.281550,73.999970,N,,25325
2018132518LB29718,MONMOUTH,LONG BRANCH CITY,11/02/2018,FR,1710,01,LONG BRANCH PD,MUNICIPAL,0,0,0,0,P,B,N,N,01,2,BROADWAY,E,,,13251351__,.14,07,,01,04,02,02,01,02,05,,50,FE,E,GROVE ST,,,,30,25,26,40.298770,74.007130,N,,25370
2018132518LB29965,MONMOUTH,LONG BRANCH CITY,11/05/2018,MO,1405,01,LONG BRANCH PD,MUNICIPAL,0,0,0,0,P,B,Y,N,01,2,DIVISION ST **,N,,,13251148__,.14,07,,01,04,02,02,01,02,05,,25,FE,S,EXCHANGE PL,,,,25,25,26,40.298080,73.996010,N,,25367
2018132518LB29971,MONMOUTH,LONG BRANCH CITY,11/05/2018,MO,1701,01,LONG BRANCH PD,MUNICIPAL,0,0,0,0,P,I,N,N,03,2,BROADWAY,E,,,13251351__,.44,07,,01,04,02,02,03,02,05,,,AT,,MORRELL ST,,,,35,25,26,40.300150,73.999000,N,,25365
2018132518LB29994,MONMOUTH,LONG BRANCH CITY,11/06/2018,TU,0307,01,LONG BRANCH PD,MUNICIPAL,0,1,0,0,I,B,Y,N,11,1,NJ 36,E,36,,00000036__,5.48,02,,03,04,02,02,06,05,05,,100,FE,W,LONG BRANCH AVE,,,,35,25,52,40.313450,73.985100,N,A SUPPORT UTILITY POLE (#JC1116LB). A CHAIN LINK FENCE FOR 157 JOLINE AVENUE,25363
2018132518LB30000,MONMOUTH,LONG BRANCH CITY,11/06/2018,TU,0608,01,LONG BRANCH PD,MUNICIPAL,0,0,0,0,P,B,N,N,06,2,JAMES ST **,N,,,13251227__,.17,07,,01,04,02,02,01,05,05,01,200,FE,N,SEAVIEW AVE,,,,25,25,28,,,N,,25361
2018132518LB30053,MONMOUTH,LONG BRANCH CITY,11/06/2018,TU,1733,01,LONG BRANCH PD,MUNICIPAL,0,0,0,0,P,I,N,N,07,2,CHELSEA AVE **,E,,,13251137__,.31,07,,01,04,02,02,06,02,05,,,AT,,THIRD AVE,,,,25,25,26,40.300570,73.987460,N,,25370
2018132518LB30085,MONMOUTH,LONG BRANCH CITY,11/07/2018,WE,0600,01,LONG BRANCH PD,MUNICIPAL,0,1,0,0,I,I,N,N,03,2,NJ 36,W,36,,00000036__,4.33,02,,01,04,02,02,01,01,,01,,AT,,BRANCHPORT AVE,,,,35,25,26,40.309610,73.999910,N,,25369
2018132518LB30241,MONMOUTH,LONG BRANCH CITY,11/08/2018,TH,1754,01,LONG BRANCH PD,MUNICIPAL,0,1,0,0,I,B,Y,N,06,2,CHELSEA AVE **,E,,,13251137__,.59,07,,01,04,02,01,06,01,05,01,50,FE,E,S SEVENTH AVE,,,,25,25,54,40.300610,73.992090,N,,25301
2018132518LB30290,MONMOUTH,LONG BRANCH CITY,11/09/2018,FR,0951,01,LONG BRANCH PD,MUNICIPAL,0,0,0,0,P,I,N,N,03,2,AVERY AVE **,S,,,13251114__,.19,07,,01,04,02,01,01,01,05,,,AT,,SECOND AVE,,,,25,25,26,40.288170,73.985250,N,,25344
2018132518LB30319,MONMOUTH,LONG BRANCH CITY,11/09/2018,FR,1721,01,LONG BRANCH PD,MUNICIPAL,0,0,0,0,P,B,N,N,06,2,PEARL ST **,,,,13251157__,.00,07,,01,04,02,02,05,02,05,,30,FE,,ROUTE 537 / BROADWAY,,,,25,25,28,40.299870,74.001190,N,,25373
2018132518LB30385,MONMOUTH,LONG BRANCH CITY,11/10/2018,SA,1511,01,LONG BRANCH PD,MUNICIPAL,0,0,0,0,P,B,N,N,08,2,SECOND AVE **,S,,,13251099__,.56,07,,01,04,02,01,01,01,04,01,25,FE,N,MATILDA TER,,,,25,25,26,40.289390,73.984900,N,,25322
2018132518LB30523,MONMOUTH,LONG BRANCH CITY,11/12/2018,MO,0637,01,LONG BRANCH PD,MUNICIPAL,0,0,0,0,P,I,N,N,03,2,MONMOUTH COUNTY 25 II,W,25,2,130000252_,.68,05,,01,04,02,01,01,01,05,,,AT,,WEST END AVE,,,,25,25,26,40.291310,74.001550,N,,25313
2018132518LB30569,MONMOUTH,LONG BRANCH CITY,11/12/2018,MO,1913,01,LONG BRANCH PD,MUNICIPAL,0,0,0,0,P,B,N,N,06,2,MONMOUTH COUNTY 25 II,N,25,2,130000252_,.79,05,,01,04,02,01,06,01,05,,25,FE,N,CR 32 / WALL ST,,,,35,35,28,40.294450,74.001610,N,,25355
2018132518LB30598,MONMOUTH,LONG BRANCH CITY,11/13/2018,TU,0744,01,LONG BRANCH PD,MUNICIPAL,0,0,0,0,P,I,N,N,03,2,NJ 36,E,36,,00000036__,5.00,02,,01,04,02,02,02,02,05,,,AT,,N FIFTH AVE,,,,35,25,26,40.309740,73.992400,N,,25366
2018132518LB30985,MONMOUTH,LONG BRANCH CITY,11/17/2018,SA,1322,01,LONG BRANCH PD,MUNICIPAL,0,0,0,0,P,I,N,N,08,2,NJ 36,E,36,,00000036__,5.68,02,,01,04,02,01,01,01,04,,,AT,W,CLIFTON AVE / JAMES ST,,,,40,25,26,40.313430,73.981070,N,,25372
2018132518LB31046,MONMOUTH,LONG BRANCH CITY,11/18/2018,SU,1429,01,LONG BRANCH PD,MUNICIPAL,0,0,0,0,P,I,N,N,03,2,MONMOUTH COUNTY 25 I,,25,1,130000251_,.53,05,,01,04,02,01,01,01,02,,,AT,,HOEY AVE,,,,35,25,26,40.283110,73.993890,N,,25325
2018132518LB31206,MONMOUTH,LONG BRANCH CITY,11/19/2018,MO,1850,01,LONG BRANCH PD,MUNICIPAL,0,0,0,0,P,I,N,N,01,2,MONMOUTH COUNTY 57,N,57,,13000057__,.83,05,,01,04,02,01,06,01,01,,,AT,,N BATH AVE,,,,35,25,26,40.293950,73.980260,N,,25370
2018132518LB31375,MONMOUTH,LONG BRANCH CITY,11/21/2018,WE,2107,01,LONG BRANCH PD,MUNICIPAL,0,0,0,0,P,B,Y,N,06,2,WILLOW AVE **,N,,,13251150__,.20,07,,01,04,02,01,07,01,05,,50,FE,N,DIVISION ST,,,,25,25,26,40.299030,73.995400,N,,25360
2018132518LB31436,MONMOUTH,LONG BRANCH CITY,11/22/2018,TH,2336,01,LONG BRANCH PD,MUNICIPAL,0,1,0,0,I,I,Y,N,03,2,SECOND AVE **,,,,13251099__,.99,07,,01,04,02,01,06,01,05,,,AT,,ARTHUR AVE,,,,25,25,26,40.295450,73.983620,N,,25316
2018132518LB31710,MONMOUTH,LONG BRANCH CITY,11/27/2018,TU,1909,01,LONG BRANCH PD,MUNICIPAL,0,0,0,0,P,I,N,N,11,1,BROADWAY,,,,13251351__,1.39,07,,01,04,02,02,06,02,05,,,AT,,SECOND ST / SOUTH BROADWAY,,,,25,25,49,,,N,CONSTRUCTION BARREL AND GRASS IN FRONT OF 9 SECOND AVE,25346
2018132518LB31713,MONMOUTH,LONG BRANCH CITY,11/26/2018,MO,1922,01,LONG BRANCH PD,MUNICIPAL,0,0,0,0,P,B,N,N,08,2,MYRTLE AVE **,S,,,13251006__,.17,07,,01,04,02,02,05,02,05,,200,FE,S,ART ST,,,,25,25,28,40.300890,74.007460,N,,25365
2018132518LB31794,MONMOUTH,LONG BRANCH CITY,11/27/2018,TU,1811,01,LONG BRANCH PD,MUNICIPAL,0,0,0,0,P,I,N,N,03,2,NJ 36,W,36,,00000036__,4.93,02,,01,04,02,01,06,01,05,,,AT,,SIXTH AVE,,,,35,25,26,40.309480,73.993720,N,,25336
2018132518LB31867,MONMOUTH,LONG BRANCH CITY,11/28/2018,WE,1647,01,LONG BRANCH PD,MUNICIPAL,0,0,0,0,P,I,N,N,02,2,BROADWAY,E,,,13251351__,.57,07,,01,04,02,01,06,01,05,,,AT,,MORRIS AVE,,,,25,25,26,40.301220,73.997060,N,,25336
2018132518LB31907,MONMOUTH,LONG BRANCH CITY,11/29/2018,TH,0910,01,LONG BRANCH PD,MUNICIPAL,0,2,0,0,I,B,N,N,01,2,NJ 71,N,71,,00000071__,12.62,02,,01,05,02,01,01,01,05,,15,FE,S,ELINORE AVE,,,,30,26,26,40.276830,74.002830,N,,25323
2018132518LB31983,MONMOUTH,LONG BRANCH CITY,11/30/2018,FR,0758,01,LONG BRANCH PD,MUNICIPAL,0,0,0,0,P,B,N,N,08,2,EXCHANGE PL **,E,,,13251147__,.08,07,,01,04,02,01,01,01,05,,500,FE,W,DIVISION ST,,,,25,25,28,40.298530,73.997360,N,,25359
2018132518LB32117,MONMOUTH,LONG BRANCH CITY,12/01/2018,SA,1736,01,LONG BRANCH PD,MUNICIPAL,0,0,0,0,P,I,N,N,03,2,SECOND AVE **,N,,,13251099__,1.67,07,,01,04,02,02,06,02,05,,,AT,,ROUTE 537 / BROADWAY / S BROADWAY,,,,25,25,,40.305310,73.983260,N,,25276
2018132518LB32178,MONMOUTH,LONG BRANCH CITY,12/02/2018,SU,1351,01,LONG BRANCH PD,MUNICIPAL,0,0,0,0,P,B,N,N,06,2,NJ 36,E,36,,00000036__,4.16,02,,01,04,03,02,07,02,05,,100,FE,W,GRAND AVE,,,,35,25,28,40.304420,74.007240,N,,25358
2018132518LB32206,MONMOUTH,LONG BRANCH CITY,12/02/2018,SU,2045,01,LONG BRANCH PD,MUNICIPAL,0,1,0,0,I,B,Y,N,06,2,SEVENTH AVE **,S,,,13251201__,.44,07,,01,04,02,02,07,02,05,,100,FE,N,PARK PL,,,,25,25,28,40.306650,73.995910,N,,25365
